policy_id,title,organization,fetch_status,source_kind,decision,decision_reasons,decision_reasons_ko,comparison_reasons,old_amount_manwon,old_amount_type,old_roi_apply_method,candidate_count,new_selected_amount_manwon,new_selected_type,new_roi_apply_method,new_support_ratio,detail_text_length,attachment_text_length,fetch_error,url
PBLN_000000000123584,[경남] 2026년 지역기업 성장사다리 지원사업 패스트트랙(Track A) 모집 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1000,new=2000",1000.0,support_amount,subtract,9,2000.0,support_amount,subtract,,2627,9512,[공고번호 경남-성장사다리-06] 2026년 지역기업 성장사다리 지원사업_패스트트랙(Track A)+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%B2%88%ED%98%B8%20%EA%B2%BD%EB%82%A8-%EC%84%B1%EC%9E%A5%EC%82%AC%EB%8B%A4%EB%A6%AC-06%5D%202026%EB%85%84%20%EC%A7%80%EC%97%AD%EA%B8%B0%EC%97%85%20%EC%84%B1%EC%9E%A5%EC%82%AC%EB%8B%A4%EB%A6%AC%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85_%ED%8C%A8%EC%8A%A4%ED%8A%B8%ED%8A%B8%EB%9E%99(Track%20A)+.pdf / 202606251001380162.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606251001380162.pdf,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123584
PBLN_000000000123622,[전북] 2026년 전주1인창조기업지원센터 선택형 지원사업 공고,전북특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=400,new=500",400.0,support_amount,subtract,17,500.0,support_amount,subtract,0.5,2318,9350,[공고 제2026-044호]2026년 전주1인창조기업지원센터 선택형 지원사업 공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%20%EC%A0%9C2026-044%ED%98%B8%5D2026%EB%85%84%20%EC%A0%84%EC%A3%BC1%EC%9D%B8%EC%B0%BD%EC%A1%B0%EA%B8%B0%EC%97%85%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0%20%EC%84%A0%ED%83%9D%ED%98%95%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 202606251515250378.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606251515250378.pdf / 붙임.2026년 1인 창조기업 지원센터 선택형 지원사업 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84.2026%EB%85%84%201%EC%9D%B8%20%EC%B0%BD%EC%A1%B0%EA%B8%B0%EC%97%85%20%EC%A7%80%EC%9B%90%EC%84%BC%ED%84%B0%20%EC%84%A0%ED%83%9D%ED%98%95%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / 202606251515210284.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606251515210284.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123622
PBLN_000000000123642,[전남광주] 2026년 2차 글로벌강소기업 1000+ 프로젝트 자율 프로그램 모집 공고,전남광주통합특별시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=800,new=3500",800.0,support_amount,subtract,8,3500.0,support_amount,subtract,,1717,13253,1. (공고문)2026년 글로벌강소기업 1000+ 프로젝트 자율프로그램 2차 모집공고+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20(%EA%B3%B5%EA%B3%A0%EB%AC%B8)2026%EB%85%84%20%EA%B8%80%EB%A1%9C%EB%B2%8C%EA%B0%95%EC%86%8C%EA%B8%B0%EC%97%85%201000+%20%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20%EC%9E%90%EC%9C%A8%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8%202%EC%B0%A8%20%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0+.pdf / 202606261037440440.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261037440440.pdf / 2. (양식)2026년 지원프로그램(2차) 신청서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20(%EC%96%91%EC%8B%9D)2026%EB%85%84%20%EC%A7%80%EC%9B%90%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8(2%EC%B0%A8)%20%EC%8B%A0%EC%B2%AD%EC%84%9C.hwp / 202606261038540367.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261038540367.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123642
PBLN_000000000123644,[전북] 2026년 3차 데이터 활용기업 맞춤형 지원사업 수요기업 모집 연장 공고,전북특별자치도,fetched,url,needs_review,subtract_without_limit_context | large_amount_delta,직접 차감 후보이나 기업당/한도 문맥이 부족함 | 기존 금액과 새 대표금액 차이가 큼,"type_changed:support_amount->subsidy | amount_delta_20_percent:old=600,new=10000",600.0,support_amount,subtract,27,10000.0,subsidy,subtract,1.0,2365,19207,[붙임1]2026년전북특별자치도데이터활용기업맞춤형지원사업수요기업모집3차연장공고.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EB%B6%99%EC%9E%841%5D2026%EB%85%84%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%EB%8D%B0%EC%9D%B4%ED%84%B0%ED%99%9C%EC%9A%A9%EA%B8%B0%EC%97%85%EB%A7%9E%EC%B6%A4%ED%98%95%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%EC%88%98%EC%9A%94%EA%B8%B0%EC%97%85%EB%AA%A8%EC%A7%913%EC%B0%A8%EC%97%B0%EC%9E%A5%EA%B3%B5%EA%B3%A0.pdf / 202606261043450995.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261043450995.pdf / 202606261046260498.xlsx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261046260498.xlsx / [참고1]2026년전북특별자치도데이터공급기업POOL정보공개(FIN).xlsx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%B0%B8%EA%B3%A01%5D2026%EB%85%84%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%EB%8D%B0%EC%9D%B4%ED%84%B0%EA%B3%B5%EA%B8%89%EA%B8%B0%EC%97%85POOL%EC%A0%95%EB%B3%B4%EA%B3%B5%EA%B0%9C(FIN).xlsx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123644
PBLN_000000000123659,[경북] 2026년 3차 지역기업 성장사다리 지원사업 통합 추가 공고,중소벤처기업부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=4500,new=1500",4500.0,support_amount,subtract,9,1500.0,support_amount,subtract,,2625,13250,붙임 1. 2026년도 경북 지역기업 성장사다리 지원사업 통합공고(3차).pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%202026%EB%85%84%EB%8F%84%20%EA%B2%BD%EB%B6%81%20%EC%A7%80%EC%97%AD%EA%B8%B0%EC%97%85%20%EC%84%B1%EC%9E%A5%EC%82%AC%EB%8B%A4%EB%A6%AC%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%ED%86%B5%ED%95%A9%EA%B3%B5%EA%B3%A0(3%EC%B0%A8).pdf / 붙임 4. RMS 지원기업 사용자매뉴얼.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%204.%20RMS%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%97%85%20%EC%82%AC%EC%9A%A9%EC%9E%90%EB%A7%A4%EB%89%B4%EC%96%BC.pdf / 202606261332120449.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261332120449.pdf / 202606261332120507.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261332120507.pdf / 202606261334360377.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261334360377.pdf / 붙임 3. 26년 경북지역 성장사다리 자주묻는질문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%203.%2026%EB%85%84%20%EA%B2%BD%EB%B6%81%EC%A7%80%EC%97%AD%20%EC%84%B1%EC%9E%A5%EC%82%AC%EB%8B%A4%EB%A6%AC%20%EC%9E%90%EC%A3%BC%EB%AC%BB%EB%8A%94%EC%A7%88%EB%AC%B8.pdf / 붙임 5.경북지역 성장사다리 지원사업 신청기업 수요조사서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%205.%EA%B2%BD%EB%B6%81%EC%A7%80%EC%97%AD%20%EC%84%B1%EC%9E%A5%EC%82%AC%EB%8B%A4%EB%A6%AC%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%EA%B8%B0%EC%97%85%20%EC%88%98%EC%9A%94%EC%A1%B0%EC%82%AC%EC%84%9C.hwp / 202606261332120283.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261332120283.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123659
PBLN_000000000123671,[전북] 2026년 2차 혁신성장 R&D+(연구개발)사업 지원사업 모집 공고,전북특별자치도,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=2470,new=95000",2470.0,support_amount,subtract,55,95000.0,support_amount,subtract,1.0,2533,24121,[공고문]2026년_전북특별자치도_혁신성장RD사업_2차_공고문+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D2026%EB%85%84_%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84_%ED%98%81%EC%8B%A0%EC%84%B1%EC%9E%A5RD%EC%82%AC%EC%97%85_2%EC%B0%A8_%EA%B3%B5%EA%B3%A0%EB%AC%B8+.pdf / 202606261407430588.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261407430588.pdf / 202606261408550156.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606261408550156.hwp / [양식]1.2026년혁신성장R&D+사업(2차)계획서.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%96%91%EC%8B%9D%5D1.2026%EB%85%84%ED%98%81%EC%8B%A0%EC%84%B1%EC%9E%A5R&D+%EC%82%AC%EC%97%85(2%EC%B0%A8)%EA%B3%84%ED%9A%8D%EC%84%9C.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123671
PBLN_000000000123694,[대전] 2026년 팝:콘 고도화 제작 지원사업 참여기업 모집 수정 공고,대전광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=28950,new=5790",28950.0,support_amount,subtract,13,5790.0,support_amount,subtract,1.0,2350,20634,붙임1.+2026년+팝콘+고도화+제작+지원사업+모집공고(수정)+.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%841.+2026%EB%85%84+%ED%8C%9D%EC%BD%98+%EA%B3%A0%EB%8F%84%ED%99%94+%EC%A0%9C%EC%9E%91+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EB%AA%A8%EC%A7%91%EA%B3%B5%EA%B3%A0(%EC%88%98%EC%A0%95)+.pdf / 202606291034560167.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606291034560167.pdf / 붙임2.+2026년+팝콘+고도화+제작+지원사업+관리지침.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%842.+2026%EB%85%84+%ED%8C%9D%EC%BD%98+%EA%B3%A0%EB%8F%84%ED%99%94+%EC%A0%9C%EC%9E%91+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85+%EA%B4%80%EB%A6%AC%EC%A7%80%EC%B9%A8.hwp / 202606291035290937.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606291035290937.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123694
PBLN_000000000123731,[대구] 2026년 수요맞춤형 AI솔루션 개발ㆍ실증 지원 사업 컨소시엄 모집 재공고(제조업 AI융합 기반 조성사업),대구광역시,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_amount->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=210,new=1100",210.0,support_amount,subtract,16,1100.0,non_cash,recommend_only,1.0,2562,26338,[참고 2] 정부지원연구개발비의 지원기준 및 기관부담연구개발비의 부담 기준.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%B0%B8%EA%B3%A0%202%5D%20%EC%A0%95%EB%B6%80%EC%A7%80%EC%9B%90%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C%EB%B9%84%EC%9D%98%20%EC%A7%80%EC%9B%90%EA%B8%B0%EC%A4%80%20%EB%B0%8F%20%EA%B8%B0%EA%B4%80%EB%B6%80%EB%8B%B4%EC%97%B0%EA%B5%AC%EA%B0%9C%EB%B0%9C%EB%B9%84%EC%9D%98%20%EB%B6%80%EB%8B%B4%20%EA%B8%B0%EC%A4%80.pdf / 붙임 1. 2026년 수요맞춤형 AI솔루션 개발·실증 지원사업 재공고문.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%201.%202026%EB%85%84%20%EC%88%98%EC%9A%94%EB%A7%9E%EC%B6%A4%ED%98%95%20AI%EC%86%94%EB%A3%A8%EC%85%98%20%EA%B0%9C%EB%B0%9C%C2%B7%EC%8B%A4%EC%A6%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%9E%AC%EA%B3%B5%EA%B3%A0%EB%AC%B8.pdf / 붙임 2. 2026년 수요맞춤형 AI솔루션 개발·실증 지원사업 공모 안내서.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%202.%202026%EB%85%84%20%EC%88%98%EC%9A%94%EB%A7%9E%EC%B6%A4%ED%98%95%20AI%EC%86%94%EB%A3%A8%EC%85%98%20%EA%B0%9C%EB%B0%9C%C2%B7%EC%8B%A4%EC%A6%9D%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EA%B3%B5%EB%AA%A8%20%EC%95%88%EB%82%B4%EC%84%9C.pdf / 202606300940180889.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606300940180889.pdf / 202606300948230337.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606300948230337.pdf / 202606300948230450.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606300948230450.pdf / 202606300948230501.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606300948230501.pdf / [참고 1] (과학기술정보통신부 훈령 제297호) 기금사업비 산정 및 정산 등에 관한지침.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%5B%EC%B0%B8%EA%B3%A0%201%5D%20(%EA%B3%BC%ED%95%99%EA%B8%B0%EC%88%A0%EC%A0%95%EB%B3%B4%ED%86%B5%EC%8B%A0%EB%B6%80%20%ED%9B%88%EB%A0%B9%20%EC%A0%9C297%ED%98%B8)%20%EA%B8%B0%EA%B8%88%EC%82%AC%EC%97%85%EB%B9%84%20%EC%82%B0%EC%A0%95%20%EB%B0%8F%20%EC%A0%95%EC%82%B0%20%EB%93%B1%EC%97%90%20%EA%B4%80%ED%95%9C%EC%A7%80%EC%B9%A8.pdf / 붙임 3. (양식)사업계획서 및 제출 서류.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/%EB%B6%99%EC%9E%84%203.%20(%EC%96%91%EC%8B%9D)%EC%82%AC%EC%97%85%EA%B3%84%ED%9A%8D%EC%84%9C%20%EB%B0%8F%20%EC%A0%9C%EC%B6%9C%20%EC%84%9C%EB%A5%98.hwp / 202606300948230552.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606300948230552.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123731
PBLN_000000000123764,AI융합 의료기기 신뢰성 강화 및 성능 평가ㆍ실증 사업 수혜기업 모집 공고,산업통상부,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:subsidy->non_cash | roi_method_changed:subtract->recommend_only | amount_delta_20_percent:old=2280,new=960",2280.0,subsidy,subtract,6,960.0,non_cash,recommend_only,0.2,2330,10930,1. 수시_AI융합 의료기기 신뢰성 강화 및 성능 평가·실증 통합지원 사업.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20%EC%88%98%EC%8B%9C_AI%EC%9C%B5%ED%95%A9%20%EC%9D%98%EB%A3%8C%EA%B8%B0%EA%B8%B0%20%EC%8B%A0%EB%A2%B0%EC%84%B1%20%EA%B0%95%ED%99%94%20%EB%B0%8F%20%EC%84%B1%EB%8A%A5%20%ED%8F%89%EA%B0%80%C2%B7%EC%8B%A4%EC%A6%9D%20%ED%86%B5%ED%95%A9%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85.pdf / 202606301512480690.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606301512480690.pdf / 2. 신청서_AI융합 의료기기 신뢰성 강화 및 성능 평가 실증 통합지원 사업.hwpx: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20%EC%8B%A0%EC%B2%AD%EC%84%9C_AI%EC%9C%B5%ED%95%A9%20%EC%9D%98%EB%A3%8C%EA%B8%B0%EA%B8%B0%20%EC%8B%A0%EB%A2%B0%EC%84%B1%20%EA%B0%95%ED%99%94%20%EB%B0%8F%20%EC%84%B1%EB%8A%A5%20%ED%8F%89%EA%B0%80%20%EC%8B%A4%EC%A6%9D%20%ED%86%B5%ED%95%A9%EC%A7%80%EC%9B%90%20%EC%82%AC%EC%97%85.hwpx / 202606301304490170.hwpx: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606301304490170.hwpx,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123764
PBLN_000000000123782,[충남] 2026년 콘텐츠코리아랩 미드폼 영상콘텐츠 제작 지원사업 모집 공고,충청남도,fetched,url,needs_review,subtract_without_limit_context | large_amount_delta,직접 차감 후보이나 기업당/한도 문맥이 부족함 | 기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=17500,new=50000",17500.0,support_amount,subtract,19,50000.0,support_amount,subtract,1.0,2220,12584,1. [공고문] 2026 미드폼 영상콘텐츠 제작 지원사업.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/1.%20%5B%EA%B3%B5%EA%B3%A0%EB%AC%B8%5D%202026%20%EB%AF%B8%EB%93%9C%ED%8F%BC%20%EC%98%81%EC%83%81%EC%BD%98%ED%85%90%EC%B8%A0%20%EC%A0%9C%EC%9E%91%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85.pdf / 3. [신청매뉴얼] e-나라도움 지원사업 신청 방법.pdf: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/3.%20%5B%EC%8B%A0%EC%B2%AD%EB%A7%A4%EB%89%B4%EC%96%BC%5D%20e-%EB%82%98%EB%9D%BC%EB%8F%84%EC%9B%80%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%20%EC%8B%A0%EC%B2%AD%20%EB%B0%A9%EB%B2%95.pdf / 202606301415080925.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606301415080925.pdf / 202606301415160738.pdf: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606301415160738.pdf / 2. [신청서 양식] 2026 미드폼 영상콘텐츠 제작 지원사업.hwp: 400 Client Error: Bad Request for url: https://www.bizinfo.go.kr/sii/siia/2.%20%5B%EC%8B%A0%EC%B2%AD%EC%84%9C%20%EC%96%91%EC%8B%9D%5D%202026%20%EB%AF%B8%EB%93%9C%ED%8F%BC%20%EC%98%81%EC%83%81%EC%BD%98%ED%85%90%EC%B8%A0%20%EC%A0%9C%EC%9E%91%20%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85.hwp / 202606301415160654.hwp: 404 Client Error: Not Found for url: https://www.bizinfo.go.kr/sii/siia/202606301415160654.hwp,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000123782
SMARTFACTORY:2025-N-0202:2,2026년 디지털협업공장 구축 지원사업 컨소시엄 모집공고,스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=5000,new=25000",5000.0,support_amount,subtract,61,25000.0,support_amount,subtract,0.5,203,31746,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0202&pbancSn=2
SMARTFACTORY:2025-N-0203:1,2026년도 자율형공장 구축 지원사업(컨소시엄신청),스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_ratio->support_amount | roi_method_changed:ratio_cap->subtract | amount_delta_20_percent:old=2000,new=60000",2000.0,support_ratio,ratio_cap,28,60000.0,support_amount,subtract,0.5,492,34371,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=1
SMARTFACTORY:2025-N-0203:2,2026년도 자율형공장 구축 지원사업(단독신청),스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:support_ratio->support_amount | roi_method_changed:ratio_cap->subtract | amount_delta_20_percent:old=30000,new=60000",30000.0,support_ratio,ratio_cap,28,60000.0,support_amount,subtract,0.5,492,34371,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0203&pbancSn=2
SMARTFACTORY:2026-N-0102:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(고도화) 공고,스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=25000,new=20000",25000.0,support_amount,subtract,15,20000.0,support_amount,subtract,0.5,0,12078,(지역특화형)+사업계획서+및+제출서류+양식(고도화).pdf: text extraction failed,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0102&pbancSn=1
SMARTFACTORY:2026-N-0103:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(기초) 공고,스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=25000,new=20000",25000.0,support_amount,subtract,15,20000.0,support_amount,subtract,0.5,0,12078,(지역특화형)+사업계획서+및+제출서류+양식(기초).pdf: text extraction failed,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0103&pbancSn=1
SMARTFACTORY:2026-N-0105:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(동일수준) 공고,스마트공장 사업관리시스템,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=25000,new=20000",25000.0,support_amount,subtract,15,20000.0,support_amount,subtract,0.5,0,12078,(지역특화형)+사업계획서+및+제출서류+양식(고도화).pdf: text extraction failed,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0105&pbancSn=1
TECHNOPARK:1500,"(2026-130호) 2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고 (강원 2.0, 퀀텀점프)",강원테크노파크,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=1000,new=2000",1000.0,support_amount,subtract,12,2000.0,support_amount,subtract,,13290,4148,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjgmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1724,「2026년 예비수소전문기업지원사업」수소산업분야 기술사업화(비R&D) 수혜기업 모집공고,충남테크노파크,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=6700,new=3500",6700.0,support_amount,subtract,9,3500.0,support_amount,subtract,,2046,10501,,https://www.ctp.or.kr/business/datadetail.do?seq=2709304
TECHNOPARK:1747,"충남지자체 지식재산창출지원사업 수혜기업모집 공고(상시, 마감시까지)",충남테크노파크,fetched,url,needs_review,subtract_without_limit_context | large_amount_delta,직접 차감 후보이나 기업당/한도 문맥이 부족함 | 기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=150,new=400",150.0,support_amount,subtract,7,400.0,support_amount,subtract,0.1,1934,10080,,https://www.ctp.or.kr/business/datadetail.do?seq=2709310
TECHNOPARK:1752,[서천군] 2026년 시군구연고산업육성 협업프로젝트(서천군 해양바이오 인큐베이팅 사업) 3차 수혜기업 모집 공고 기간 연장 안내,충남테크노파크,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"type_changed:non_cash->support_amount | roi_method_changed:recommend_only->subtract | amount_delta_20_percent:old=5000,new=7000",5000.0,non_cash,recommend_only,16,7000.0,support_amount,subtract,,2347,12595,,https://www.ctp.or.kr/business/datadetail.do?seq=2709311
TECHNOPARK:1769,[2026-056호] 2026년 정보보호 기업육성(사업화 / 창업·벤처 육성)) 지원사업 모집공고,세종테크노파크,fetched,url,needs_review,large_amount_delta,기존 금액과 새 대표금액 차이가 큼,"amount_delta_20_percent:old=4000,new=1000",4000.0,support_amount,subtract,11,1000.0,support_amount,subtract,0.1,7204,17248,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1981
